Country,RES
Central African Republic,1.1141654378208988e-14
Burundi,2.772078483379459e-13
Burundi,3.813940303174185e-10
Burundi,5.483714768809111e-11
Central African Republic,1.1230375883995686e-14
Cabo Verde,1.0041277260984378e-14
Cameroon,1.898512326599689e-12
Cabo Verde,5.601053953197192e-14
Cabo Verde,1.1672869593159552e-13
Cameroon,3.0514436853884176e-14
Cabo Verde,2.085757505214834e-10
Cabo Verde,4.428374953968944e-12
Cameroon,4.261874019474835e-10
Burundi,1.1633655455753397e-14
Cameroon,5.840256350616909e-14
Burundi,3.781364347238569e-13
Cameroon,3.3846446400585616e-10
Cabo Verde,1.2822370002982079e-14
Burundi,1.0042813564114884e-14
Burundi,1.1898283669982981e-14
Central African Republic,1.2527279509389892e-10
Burundi,7.802395823593834e-13
Cabo Verde,2.056741178995631e-12
Central African Republic,3.1909400096383227e-13
Cabo Verde,1.1087115617076041e-14
Benin,1.2902641841550995e-14
"Equatorial Guinea, Republic of",1.86448167595586e-12
Benin,3.4708928475947e-14
Benin,5.012973630098314e-12
"Congo, Democratic Republic of the",3.951064391034214e-14
"Congo, Democratic Republic of the",1.2369160579482936e-14
"Congo, Democratic Republic of the",8.653573050776963e-14
Benin,1.5045642600566689e-12
"Equatorial Guinea, Republic of",3.093829520607501e-12
"Equatorial Guinea, Republic of",1.8694474170984383e-09
Benin,1.8292761374929772e-14
Benin,5.420615150519313e-14
"Congo, Democratic Republic of the",4.854360701919746e-13
"Equatorial Guinea, Republic of",2.9829671981797408e-12
"Congo, Democratic Republic of the",8.319490953287075e-11
"Equatorial Guinea, Republic of",1.0378879873912976e-14
"Equatorial Guinea, Republic of",1.494438870199289e-14
"Comoros, Union of the",1.4931902398299708e-12
Chad,2.6086576215795745e-10
"Congo, Republic of",1.0047806549289026e-14
Chad,2.1039802342115598e-10
"Congo, Republic of",5.452175080061085e-10
"Congo, Republic of",1.5714460646158806e-14
Chad,3.888963561817136e-12
"Comoros, Union of the",1.3129565336200147e-12
Central African Republic,1.2865002414853607e-14
"Congo, Republic of",2.5475746661608545e-14
"Comoros, Union of the",1.135980942274078e-14
"Comoros, Union of the",2.0024857812935898e-10
Chad,1.797359439956724e-14
Chad,4.81943707508131e-12
"Comoros, Union of the",1.0593962312183755e-14
Chad,1.1965496931942598e-14
Central African Republic,5.399517867779646e-13
"Congo, Republic of",3.4499987409440413e-12
"Congo, Republic of",8.30237415514339e-14
"Comoros, Union of the",1.8818753159236616e-13
"Comoros, Union of the",6.325632120911012e-13
Chad,5.766091316991752e-14
Chad,1.2045115841681052e-12
"Comoros, Union of the",2.830469198147734e-10
"Congo, Republic of",2.1591983869963954e-12
"Congo, Republic of",2.869255340705519e-10
"Comoros, Union of the",2.618513463211949e-13
"Ethiopia, The Federal Democratic Republic of",1.8028209975856713e-13
"Gambia, The",1.2172129702995598e-14
Gabon,9.314895473395346e-12
"Gambia, The",1.3337684480531908e-12
"Gambia, The",7.259646812891e-14
Gabon,1.1340989709392087e-14
Gabon,3.104638181282173e-14
"Gambia, The",9.114387174772107e-14
Gabon,8.184160238160378e-12
"Ethiopia, The Federal Democratic Republic of",1.833808231727969e-13
"Gambia, The",2.2453260369851246e-11
"Gambia, The",1.3729941077328242e-14
Gabon,2.4095624107350174e-12
"Equatorial Guinea, Republic of",8.048917937278844e-12
"Equatorial Guinea, Republic of",2.9829671981797408e-12
"Equatorial Guinea, Republic of",1.1661208145980168e-09
"Equatorial Guinea, Republic of",7.072025409002225e-12
"Congo, Democratic Republic of the",6.612229469906825e-13
"Equatorial Guinea, Republic of",1.0046654321941147e-14
Benin,3.4503376033255364e-10
"Congo, Democratic Republic of the",8.060911371883215e-10
"Congo, Democratic Republic of the",1.0078916687681764e-14
"Equatorial Guinea, Republic of",7.161285004960382e-14
Benin,3.0004956564287597e-10
Benin,1.0052415458680543e-14
"Equatorial Guinea, Republic of",2.2824087458355938e-14
"Congo, Democratic Republic of the",2.9561660059922885e-13
"Congo, Democratic Republic of the",8.319490953287075e-11
"Congo, Democratic Republic of the",6.730605082794322e-12
Benin,4.360691199175609e-12
Benin,5.012973630098314e-12
Benin,5.791847438974678e-13
Benin,1.7113034201014547e-12
"Congo, Democratic Republic of the",7.513017765931806e-13
"Congo, Democratic Republic of the",6.513390678261762e-11
Guinea-Bissau,1.0592452894358034e-12
Guinea,1.2372617261526574e-14
Ghana,3.1023064572058477e-12
Guinea-Bissau,4.3457560282923995e-13
Ghana,2.396433164181717e-13
Ghana,4.643245766483497e-13
Guinea-Bissau,5.190964717813515e-13
Ghana,9.392162303040993e-13
Guinea,6.137216064227982e-13
Guinea-Bissau,1.2402575172571434e-14
Guinea-Bissau,1.0879714694457791e-14
Guinea,8.02254387576925e-11
Guinea,2.176721463575548e-09
Ghana,1.0093895643204194e-14
Guinea,1.0053567686028422e-14
Guinea-Bissau,1.2043829187809252e-12
Guinea,1.934743347402184e-14
Guinea,3.356913634968192e-11
"Ethiopia, The Federal Democratic Republic of",4.164944633697795e-11
Gabon,2.155559361518274e-09
"Ethiopia, The Federal Democratic Republic of",1.3132319159561577e-14
"Ethiopia, The Federal Democratic Republic of",1.5805379065422125e-12
Gabon,1.0629022693045354e-09
"Gambia, The",1.1729079083946926e-12
"Gambia, The",3.96642742233927e-14
"Gambia, The",1.0638269678543319e-11
"Ethiopia, The Federal Democratic Republic of",1.0101554114309765e-12
"Ethiopia, The Federal Democratic Republic of",1.0126158008944811e-14
"Ethiopia, The Federal Democratic Republic of",4.523751724916991e-12
Gabon,1.0050879155550037e-14
"Gambia, The",1.004204541254963e-14
Gabon,8.793069375026869e-14
"Ethiopia, The Federal Democratic Republic of",5.134221361688293e-13
"Gambia, The",7.259646812891e-14
"Ethiopia, The Federal Democratic Republic of",1.389689497927811e-12
Gabon,4.876280290910016e-12
"Ethiopia, The Federal Democratic Republic of",6.460692369871581e-14
"Gambia, The",3.410915573379762e-13
"Ethiopia, The Federal Democratic Republic of",4.523751724916991e-12
Gabon,3.5657945167996376e-12
"Gambia, The",1.0963059139287717e-14
Gabon,1.8067308890528078e-14
Gabon,4.876280290910016e-12
"Ethiopia, The Federal Democratic Republic of",9.236195657004719e-12
Liberia,3.369608222958294e-13
"Lesotho, Kingdom of",1.846828400759003e-14
Côte d'Ivoire,2.5974672625513703e-12
Côte d'Ivoire,1.738174475673767e-11
Kenya,8.837917904164152e-13
Côte d'Ivoire,5.431653542282605e-10
Kenya,6.716563656257283e-14
Liberia,1.1875239123025396e-14
"Lesotho, Kingdom of",3.6157885091967667e-12
"Lesotho, Kingdom of",1.0620256140262358e-12
Côte d'Ivoire,2.9553890206840355e-12
"Lesotho, Kingdom of",1.2075477032297666e-12
Kenya,1.0113099432335514e-14
Côte d'Ivoire,1.2352261245047376e-14
"Lesotho, Kingdom of",2.7645774833447653e-14
Liberia,2.630124074120745e-13
Guinea-Bissau,1.0041277260984378e-14
Kenya,1.542575088035855e-13
Guinea-Bissau,5.190964717813515e-13
Kenya,1.1883132379656887e-10
Côte d'Ivoire,2.0297179141906647e-11
Guinea,1.5063098844887057e-12
Guinea-Bissau,6.027454887069012e-14
Côte d'Ivoire,1.0563881496888458e-12
Côte d'Ivoire,2.0297179141906647e-11
Liberia,1.1875239123025396e-14
Ghana,8.60318230809638e-14
Ghana,4.643245766483497e-13
Ghana,4.202941289280602e-14
Guinea,1.7132906282007637e-12
Ghana,1.228581613465301e-14
Ghana,1.3205471001272167e-11
Ghana,2.2173470764102484e-12
Guinea,5.20294438867814e-09
Guinea-Bissau,1.9677812543261118e-10
Côte d'Ivoire,4.350541612543924e-14
Guinea,3.629977036758551e-14
Guinea-Bissau,1.1883688790243178e-14
Ghana,1.1649901861358494e-13
Guinea,8.02254387576925e-11
Guinea,1.0184460712747497e-13
Guinea-Bissau,2.573695790723042e-10
Ghana,2.726531320393578e-12
Guinea-Bissau,3.9924677604013393e-13
Malawi,1.0682683817970453e-14
Malawi,1.4568378510801654e-14
Malawi,7.810884282465658e-12
"Madagascar, Republic of",1.0052031382897916e-14
Malawi,2.036988161495156e-13
Libya,5.629354577240018e-12
Libya,4.946490112125685e-12
Liberia,7.280087326042378e-13
Malawi,2.5513002012523302e-14
"Madagascar, Republic of",7.67935714662947e-13
"Madagascar, Republic of",3.022914586184781e-10
Libya,1.1627971134170528e-13
Kenya,5.586305443144339e-14
Liberia,5.967500657401032e-14
"Madagascar, Republic of",1.6797170277382604e-14
Kenya,6.2414688265125246e-12
Kenya,2.7599870095908152e-12
"Lesotho, Kingdom of",2.7645774833447653e-14
"Lesotho, Kingdom of",1.1922096368505816e-14
Kenya,4.1996486075961456e-12
"Lesotho, Kingdom of",9.027009934224603e-14
Liberia,3.369608222958294e-13
Kenya,1.1854883106546199e-14
Côte d'Ivoire,5.4893647156094375e-14
Côte d'Ivoire,6.343212721288279e-10
Côte d'Ivoire,1.0087750430682171e-14
"Lesotho, Kingdom of",4.2308021465523203e-13
"Lesotho, Kingdom of",1.0041661336767005e-14
Liberia,1.1875239123025396e-14
Liberia,6.407605415196962e-13
"Lesotho, Kingdom of",1.1005691551159247e-14
Kenya,2.425810736719027e-12
Côte d'Ivoire,1.0424085593528102e-13
Kenya,6.2414688265125246e-12
Liberia,1.1460053202006268e-14
"Lesotho, Kingdom of",1.2839269337417641e-14
Liberia,1.1581805225098834e-14
"Lesotho, Kingdom of",7.542133398785364e-12
Kenya,7.98977645037448e-11
"Mauritania, Islamic Republic of",1.2429306847042232e-13
"Mauritania, Islamic Republic of",2.8522220406369776e-12
Mauritius,1.0047806549289026e-14
Mali,2.0648927419539685e-10
"Mauritania, Islamic Republic of",1.4266110869874685e-14
Morocco,7.172500017813072e-14
Mali,1.0055872140724181e-14
Mali,2.0324522265023383e-14
Mauritius,5.910695849150589e-14
Mauritius,2.8680052508482267e-13
Morocco,6.233319506556758e-13
Mali,1.2871243646321287e-12
Mali,6.2445921307768426e-12
"Mauritania, Islamic Republic of",2.4691463913485453e-14
Mali,5.738092192438289e-14
Morocco,1.660688761239601e-12
Mauritius,2.771848037909883e-13
Mali,4.2986491335532723e-13
"Mauritania, Islamic Republic of",3.666143340791674e-11
Mauritius,1.1931698263071477e-14
"Mauritania, Islamic Republic of",1.7601847449563156e-13
Malawi,1.0824791857542218e-13
Libya,1.0185766570408426e-13
Malawi,7.810884282465658e-12
Liberia,1.4069848144952597e-14
"Madagascar, Republic of",3.05882489218651e-11
"Madagascar, Republic of",3.05882489218651e-11
"Madagascar, Republic of",1.3703363033170497e-13
"Madagascar, Republic of",2.308998312266819e-13
Malawi,1.0047806549289026e-14
Libya,2.5779327841712096e-12
Libya,1.164940256284108e-14
Libya,5.1516468799460516e-14
Malawi,5.913242271589403e-13
"Madagascar, Republic of",6.758354942164861e-13
"Madagascar, Republic of",3.3227164106574376e-14
Malawi,3.3361425285869195e-10
Libya,4.323387454712238e-14
"Madagascar, Republic of",9.994944789768034e-10
Liberia,1.004204541254963e-14
Libya,4.507204587974099e-12
Libya,2.899388083046629e-14
"Madagascar, Republic of",9.258032285625944e-12
Malawi,3.0608351064251982e-12
Libya,1.2449706264084866e-11
Libya,1.0185766570408426e-13
Libya,1.006124920168095e-14
"Madagascar, Republic of",1.170048464193039e-14
Malawi,1.3047771789380463e-10
Malawi,6.717339489338189e-13
Rwanda,1.5051968328706545e-12
Niger,1.0050879155550037e-14
Niger,4.635401018623353e-12
"Mozambique, Republic of",6.062136930240175e-14
Niger,1.3093682710540072e-10
Niger,1.647318142260709e-10
Niger,7.741143417780577e-13
"Mozambique, Republic of",5.683100221881842e-13
"Mozambique, Republic of",5.826782972162375e-13
"Mozambique, Republic of",1.0865503890500615e-14
Niger,5.836146739742806e-14
Morocco,1.3236152895167275e-11
Morocco,1.0118476493292283e-14
"Mozambique, Republic of",2.606522617278353e-13
Nigeria,1.1603697544708538e-14
Nigeria,8.365373145578141e-11
Morocco,1.642138131384216e-11
Morocco,4.155580904524941e-12
Mauritius,4.631351707647123e-12
"Mauritania, Islamic Republic of",3.2453842881287442e-12
Mali,6.2445921307768426e-12
"Mauritania, Islamic Republic of",1.0047422473506399e-14
Mauritius,1.57958847120756e-14
Mauritius,1.6790965110630915e-10
"Mauritania, Islamic Republic of",6.583596620312027e-14
"Mauritania, Islamic Republic of",2.5239411773981917e-11
Mauritius,2.1915056896035796e-13
Mauritius,1.2114776434527564e-11
Mali,1.1319320153736307e-12
Mali,1.1967033235073104e-14
Mali,4.132463383168659e-14
"Mauritania, Islamic Republic of",1.7601847449563156e-13
Mauritius,2.1450672249935043e-10
Mali,5.0681407392116385e-12
"Mauritania, Islamic Republic of",9.432459534154156e-13
Mauritius,1.0643796913131096e-11
Mauritius,2.5115867653287618e-14
Mali,2.5451378090205516e-10
"Mauritania, Islamic Republic of",1.2462875070443776e-14
Nigeria,8.232633674534091e-13
Rwanda,5.520791343969333e-10
"São Tomé and Príncipe, Democratic Republic of",1.7243850412577098e-14
Rwanda,1.2808159199024903e-14
"São Tomé and Príncipe, Democratic Republic of",1.3607831863757834e-12
"São Tomé and Príncipe, Democratic Republic of",1.0466449152351794e-14
Nigeria,1.0451086121046737e-14
"São Tomé and Príncipe, Democratic Republic of",1.807410703188057e-13
Zimbabwe,4.698737035557358e-13
Zimbabwe,1.861084717696421e-11
"São Tomé and Príncipe, Democratic Republic of",6.891338109292987e-12
"São Tomé and Príncipe, Democratic Republic of",1.0040509109419126e-14
Zimbabwe,1.56367198669974e-12
Rwanda,4.844578291736251e-14
Zimbabwe,1.0709185046971673e-14
Zimbabwe,2.8432227609742585e-12
"São Tomé and Príncipe, Democratic Republic of",1.035813978165115e-14
Rwanda,7.660061563386102e-12
Rwanda,1.3235036386867179e-12
"São Tomé and Príncipe, Democratic Republic of",3.059371739285814e-11
Niger,1.767017453129239e-14
Morocco,6.233319506556758e-13
Morocco,5.042999522556699e-13
"Mozambique, Republic of",1.2170904117173237e-11
"Mozambique, Republic of",4.339484070762111e-13
Nigeria,1.432061606278423e-10
Niger,3.149536640271198e-14
Nigeria,6.154322584503724e-10
"Mozambique, Republic of",6.618920070040176e-13
Niger,6.812632531765623e-13
Morocco,1.6495901233490464e-13
"Mozambique, Republic of",5.683100221881842e-13
Morocco,1.14969244771384e-14
Niger,2.8176221896832966e-13
Morocco,3.651810592773513e-12
Niger,4.635401018623353e-12
Nigeria,1.0686908651579342e-13
Nigeria,3.59490351666443e-10
"Mozambique, Republic of",1.005164730711529e-14
Niger,1.3996105594688332e-14
Nigeria,4.2618815588824487e-13
Nigeria,1.432061606278423e-10
Niger,3.686443090168718e-12
"Mozambique, Republic of",1.8775928709473772e-14
Morocco,5.769740036926702e-14
"Mozambique, Republic of",1.6025401102333266e-11
"Mozambique, Republic of",3.276281648537907e-14
Nigeria,7.579313086770946e-14
Nigeria,3.0803565262287494e-12
Seychelles,2.247688295086168e-14
Senegal,4.096282945146736e-10
Sierra Leone,2.1748291191219417e-14
Somalia,2.931082016628959e-13
Seychelles,1.2588224731392204e-11
Seychelles,1.0068278825507627e-10
Senegal,1.7101296845097485e-12
Somalia,5.223776311923287e-14
Sierra Leone,1.2717133238542447e-14
Sierra Leone,6.048496094744416e-11
Senegal,6.299510358783025e-12
Senegal,6.857388882715077e-13
Seychelles,2.0453187652203225e-14
Seychelles,1.1327162981217536e-14
Senegal,2.2648948901478303e-14
Senegal,7.653740444155638e-12
Sierra Leone,1.2002049424175153e-12
Somalia,1.4710870626156046e-14
Seychelles,2.247688295086168e-14
"São Tomé and Príncipe, Democratic Republic of",1.0605484585662547e-14
"São Tomé and Príncipe, Democratic Republic of",2.4110918005014356e-12
"São Tomé and Príncipe, Democratic Republic of",1.7243850412577098e-14
Zimbabwe,5.818248808272416e-14
Zimbabwe,3.2611068143663384e-13
Rwanda,3.075832497585194e-14
Zimbabwe,2.498931468291222e-12
Rwanda,5.521068516098623e-10
Rwanda,1.5843894184903898e-14
"São Tomé and Príncipe, Democratic Republic of",1.1660924836319871e-14
Zimbabwe,3.6439958028244144e-14
Zimbabwe,1.0064321807941961e-14
Zimbabwe,1.1210722726198695e-12
Rwanda,7.660445639168729e-12
Zimbabwe,2.8918986052854145e-14
Zimbabwe,3.2611068143663384e-13
Rwanda,7.660061563386102e-12
Rwanda,4.2886593224471603e-13
"São Tomé and Príncipe, Democratic Republic of",2.119313653273775e-12
Nigeria,3.505076744475796e-12
Rwanda,1.0050495079767412e-14
Namibia,4.565659001710922e-12
Somalia,7.202189075810092e-13
Sudan,2.1238238551891568e-14
Sudan,1.4824172982030828e-14
"South Sudan, Republic of",4.021978991311003e-12
Namibia,1.0047038397723774e-14
"South Sudan, Republic of",1.1821084437675076e-14
Sudan,4.500376062386448e-10
"South Sudan, Republic of",3.473747644479383e-11
"South Sudan, Republic of",1.5915255465315887e-13
Namibia,2.366060451291622e-14
Sudan,1.0669625241361149e-15
Namibia,1.1465814338745664e-14
"South Sudan, Republic of",3.815497162040577e-13
Namibia,3.149523581694589e-11
Somalia,1.0045886170375895e-14
Sudan,5.432099016419842e-14
Namibia,1.517521824735135e-14
Seychelles,6.938799505979479e-12
Namibia,7.052284297851011e-14
Somalia,1.4710870626156046e-14
Sierra Leone,1.1688962368451596e-14
Seychelles,1.1594095650142879e-14
Sierra Leone,1.0045886170375895e-14
Sierra Leone,6.9977844989017564e-09
Senegal,4.615323457086558e-14
Seychelles,8.430135888821869e-11
Somalia,1.4710870626156046e-14
Senegal,3.370564537090213e-10
Seychelles,1.0896229953110725e-14
Sierra Leone,2.8855393388800672e-09
Sierra Leone,2.4946847807703004e-11
Sierra Leone,1.3648417151707964e-12
Senegal,5.671762304778711e-14
Seychelles,5.5911832055836935e-14
Senegal,1.2399502566310421e-14
Senegal,1.0058560671202565e-14
Seychelles,1.1059711425909867e-11
Senegal,7.653740444155638e-12
Somalia,1.1614835742404704e-14
Sierra Leone,1.0318349530571058e-13
Somalia,2.676839211561593e-13
Senegal,1.945305047348627e-12
Sierra Leone,6.048496094744416e-11
Sierra Leone,3.198018526312127e-13
Somalia,1.4291459871528026e-14
Somalia,6.339174633006417e-13
Somalia,2.931082016628959e-13
Seychelles,1.0040893185201751e-14
"Eswatini, Kingdom of",1.5680661977287685e-14
Tunisia,1.6158847848931018e-12
"Tanzania, United Republic of",1.2138331034124476e-14
Togo,2.046991799329443e-12
Tunisia,2.97551190316318e-14
"Tanzania, United Republic of",4.736307328613872e-13
"Tanzania, United Republic of",7.907069302490665e-11
"Tanzania, United Republic of",1.4000388039664616e-12
Tunisia,7.140045614181143e-14
"Tanzania, United Republic of",1.2043723893433445e-09
"Tanzania, United Republic of",6.051459623483162e-14
Togo,2.595562365733036e-10
Tunisia,7.363769757561016e-14
"Tanzania, United Republic of",1.5923190470984944e-12
Tunisia,7.140045614181143e-14
"Eswatini, Kingdom of",3.778499141900176e-14
"Eswatini, Kingdom of",1.0042813564114884e-14
Sudan,9.111533491707195e-13
Sudan,2.2124570235458495e-11
Togo,2.4881965501668145e-12
Sudan,1.775479741077237e-10
Sudan,1.0062401429028829e-14
"South Sudan, Republic of",1.4477352550319202e-14
Namibia,1.7275548186917252e-12
Sudan,2.2124570235458495e-11
"South Sudan, Republic of",4.021978991311003e-12
"South Sudan, Republic of",1.0042429488332257e-14
Namibia,1.0417594712801716e-13
Sudan,2.379199683815271e-13
Sudan,8.016491187103262e-13
Namibia,4.012055625315285e-12
"South Sudan, Republic of",1.4611779074238436e-14
"South Sudan, Republic of",3.3592242387172297e-10
Sudan,1.0739642256533945e-13
"South Sudan, Republic of",3.9282694933353376e-13
Somalia,2.175866123735033e-14
Namibia,2.0239464074051377e-11
"South Sudan, Republic of",0.0
"South Sudan, Republic of",3.463103790723036e-13
Namibia,1.0417594712801716e-13
Namibia,6.981806391739068e-14
Burkina Faso,1.1236317536352917e-12
Burkina Faso,1.7341263476509474e-10
Zambia,2.6433439625587456e-13
Burkina Faso,3.627019653232328e-14
Uganda,1.0073539626724995e-14
Zambia,4.4595807272315565e-14
Burkina Faso,1.0053567686028422e-14
Zambia,4.659799432714694e-13
Zambia,1.0057408443854687e-14
Uganda,1.2343811577829594e-14
Tunisia,4.88941299414536e-12
Zambia,1.631227844257461e-12
Burkina Faso,3.871914053750567e-13
Burkina Faso,5.395385980510151e-12
Burkina Faso,1.1883688790243178e-14
Togo,1.4128227663911809e-14
Togo,1.141086077576748e-12
"Tanzania, United Republic of",1.0092743415856315e-14
"Eswatini, Kingdom of",2.9725241008349726e-11
"Eswatini, Kingdom of",4.9130505541113185e-12
Togo,1.004627024615852e-14
Togo,5.676678474796328e-14
"Tanzania, United Republic of",1.139091956113352e-13
"Tanzania, United Republic of",9.164486818735521e-10
"Tanzania, United Republic of",4.047275374582126e-14
Tunisia,5.007977188242128e-12
"Eswatini, Kingdom of",4.4552790784661413e-14
"Eswatini, Kingdom of",1.6310020076972764e-12
Togo,1.2975447246905654e-12
Togo,1.2467099904052667e-14
"Eswatini, Kingdom of",1.1904812958287629e-14
"Eswatini, Kingdom of",4.422440599051585e-14
Tunisia,4.7096524692995995e-14
"Eswatini, Kingdom of",4.3172318721440855e-12
"Tanzania, United Republic of",7.907069302490665e-11
Togo,2.2333238608159408e-14
"Eswatini, Kingdom of",1.1182366411167387e-14
"Tanzania, United Republic of",6.016987285689312e-11
Tunisia,3.0283718690502674e-12
"Eswatini, Kingdom of",5.736133405946894e-14
Togo,4.38182842579667e-13
Tunisia,1.0668473014013275e-14
Togo,2.133472806719704e-10
"Eswatini, Kingdom of",2.4127872646362622e-11
Togo,2.4881965501668145e-12
"Nauru, Republic of",1.0138448433988855e-14
Solomon Islands,6.576515031031961e-12
"Nauru, Republic of",5.3969864242963544e-12
Kiribati,1.0214111363166254e-14
Solomon Islands,1.0648501073316703e-14
Solomon Islands,8.551443459418781e-13
"Fiji, Republic of",1.523974297883259e-14
"Nauru, Republic of",8.001642817346926e-14
Kiribati,1.017186302707735e-14
"Nauru, Republic of",4.518724556998195e-12
Solomon Islands,1.0040509109419126e-14
Kiribati,1.375948802728569e-12
Kiribati,1.0185689755251902e-14
"Fiji, Republic of",1.5560446257325623e-14
"Fiji, Republic of",5.2629904493294424e-14
Solomon Islands,1.1191584229950421e-14
Solomon Islands,9.720485645061338e-13
Uganda,1.4243696207200608e-12
Burkina Faso,6.068128512449147e-14
Tunisia,7.823124393582179e-14
Burkina Faso,5.395385980510151e-12
Uganda,8.255407102396719e-11
Zambia,1.4342196282412972e-12
Zambia,7.473116132874748e-14
Burkina Faso,2.2864465883089544e-10
Burkina Faso,9.883068764604916e-13
Burkina Faso,1.8923797885784935e-14
Uganda,6.24572515433559e-14
Tunisia,5.564382013396241e-12
Uganda,1.2972713161198691e-09
Uganda,3.1955873266081024e-14
Zambia,1.1940356867515005e-11
Zambia,1.9758394561432083e-14
Zambia,1.1507294523269313e-14
Uganda,4.800993371923809e-13
Uganda,1.7704637908598233e-09
Uganda,7.598055984963114e-14
Uganda,1.2524991646767943e-12
Zambia,2.6433439625587456e-13
Uganda,6.049237399412463e-11
Burkina Faso,4.094430278794081e-12
Zambia,1.6101685850202735e-13
Tunisia,1.0074691854072874e-14
Zambia,3.045042678395166e-12
Uganda,8.255407102396719e-11
Tonga,1.0288237989213147e-14
Samoa,4.5459766541544505e-12
Samoa,5.917591929827646e-12
Papua New Guinea,1.0048958776636906e-14
"Nauru, Republic of",4.388305479794881e-12
Vanuatu,4.844770329627564e-14
Tonga,4.071949555085392e-12
Samoa,2.680062375529393e-12
Vanuatu,1.0525980898658884e-14
Samoa,1.0491798154005135e-14
Samoa,1.099570558081096e-14
Vanuatu,1.4969031004206201e-12
Vanuatu,6.944551040824309e-14
Papua New Guinea,3.645137660126162e-12
"Nauru, Republic of",1.0040125033636499e-14
Papua New Guinea,5.562223891573664e-14
Papua New Guinea,1.3865677299666235e-12
Papua New Guinea,9.520754715822136e-13
Samoa,2.153547480006613e-12
Samoa,1.1284530569346008e-14
Samoa,1.1284530569346008e-14
Tonga,1.0444172756959462e-14
Solomon Islands,1.4141670316303733e-14
"Nauru, Republic of",1.0104649765117732e-14
"Nauru, Republic of",1.0138448433988855e-14
"Nauru, Republic of",1.0093895643204194e-14
"Fiji, Republic of",1.0042813564114884e-14
Solomon Islands,1.5183667914569135e-14
Solomon Islands,1.0793681719149479e-14
Kiribati,1.1818011831414063e-14
Kiribati,1.1540563167560413e-12
"Nauru, Republic of",1.0583592266052842e-14
Kiribati,1.5782065665416703e-12
"Fiji, Republic of",1.140128960726443e-14
Kiribati,1.0040125033636499e-14
"Fiji, Republic of",5.644881608904255e-12
"Fiji, Republic of",5.992525115018054e-12
Solomon Islands,1.5183667914569135e-14
Kiribati,1.2099620035993562e-12
Kiribati,1.0239844440602221e-14
"Fiji, Republic of",5.265527653949472e-12
"Fiji, Republic of",1.4728922187939487e-14
Solomon Islands,5.246272014587498e-12
"Fiji, Republic of",2.494209640619613e-12
"Nauru, Republic of",8.224606874752983e-12
"Fiji, Republic of",1.5045400632823632e-14
"Fiji, Republic of",1.2332289304350802e-14
Solomon Islands,5.820514855389912e-14
Kiribati,6.268769701293173e-14
Kiribati,1.045169296078329e-12
"Fiji, Republic of",5.091532874752498e-12
Kiribati,1.0239844440602221e-14
"Nauru, Republic of",3.856254515941324e-12
Solomon Islands,7.866932077348545e-13
Tuvalu,1.0063553656376709e-14
"Micronesia, Federated States of",1.0040125033636499e-14
"Marshall Islands, Republic of the",2.3614922539330636e-12
"Micronesia, Federated States of",1.5940293365585298e-12
Tuvalu,2.3749944380712945e-12
"Micronesia, Federated States of",1.0210654681122616e-14
"Marshall Islands, Republic of the",2.865262181608709e-12
"Micronesia, Federated States of",1.0627177185865285e-12
"Micronesia, Federated States of",1.0224865485079793e-14
Tuvalu,1.1222694368343158e-14
"Marshall Islands, Republic of the",2.6867710272245286e-12
"Marshall Islands, Republic of the",1.0124237630031679e-14
Tuvalu,1.0073155550942368e-14
"Micronesia, Federated States of",1.9646194503053434e-12
"Micronesia, Federated States of",1.0139600661336733e-14
Tonga,1.0330102249519424e-14
Tuvalu,3.3436904050708822e-12
"Micronesia, Federated States of",1.0921578954764067e-14
Papua New Guinea,3.775964241734842e-14
Vanuatu,1.2926658100238625e-12
Tonga,5.932184889188536e-12
Papua New Guinea,2.1852759804093795e-14
Vanuatu,1.1486554431007488e-14
Samoa,1.1879079880851661e-14
Vanuatu,1.0040509109419126e-14
Papua New Guinea,2.2206293880485735e-12
Papua New Guinea,1.2192908202835686e-12
Papua New Guinea,2.7301258856431785e-14
Samoa,1.0040509109419126e-14
Tonga,6.603722191321649e-14
Papua New Guinea,1.1533411676487908e-14
Tonga,1.0699583152406012e-14
Samoa,6.006177088711509e-14
Papua New Guinea,7.31975467287203e-14
Samoa,3.0494092359678454e-12
Vanuatu,6.944551040824309e-14
Papua New Guinea,5.562223891573664e-14
Tonga,1.0629297284185383e-14
Tonga,2.570986773642411e-12
Vanuatu,1.8177905355699107e-10
Tonga,1.0629297284185383e-14
Tonga,2.5055863493767896e-12
Vanuatu,1.8177905355699107e-10
Vanuatu,1.0517147155658477e-14
Samoa,1.0680379363274694e-14
Vanuatu,6.944551040824309e-14
Vanuatu,1.4700930744901676e-12
"Nauru, Republic of",1.0092359340073688e-14
"Armenia, Republic of",8.785849134389276e-12
"Azerbaijan, Republic of",1.2832363654846018e-12
"Armenia, Republic of",2.0090047840487795e-12
"Armenia, Republic of",7.71940434440814e-12
"Belarus, Republic of",4.0323348266379586e-14
"Belarus, Republic of",1.0802707500041199e-13
"Armenia, Republic of",1.0053567686028422e-14
"Azerbaijan, Republic of",1.085786078242635e-13
"Armenia, Republic of",1.290527875992571e-09
"Armenia, Republic of",3.2960580946611224e-12
"Azerbaijan, Republic of",2.3088715672585522e-14
"Belarus, Republic of",1.0982487612751873e-11
